,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10
1252,0,0,2,3,4,3,2,3,6,8
1253,0,1,2,0,4,5,0,1,6,1
1254,0,0,1,2,0,1,4,2,7,0
1255,0,0,1,2,2,5,3,3,5,8
1256,0,1,0,0,3,4,1,6,3,1
1257,0,1,0,0,3,4,1,6,8,9
1258,0,1,0,0,3,3,2,4,0,4
1259,0,1,0,1,1,2,6,5,2,7
1260,0,1,0,1,1,2,6,5,2,7
1261,0,0,1,2,2,1,3,2,7,0
1262,0,0,1,2,0,1,4,3,1,8
1263,0,0,1,2,0,1,4,3,1,8
1264,0,1,0,1,4,3,5,7,0,4
1265,0,1,1,1,2,3,3,3,5,1
1266,0,1,1,1,2,3,3,3,5,1
1267,0,1,1,1,2,3,3,3,5,1
1268,0,1,1,1,2,3,3,3,5,1
1269,0,1,0,1,1,2,6,5,2,7
1270,0,1,0,0,3,3,0,1,0,4
1271,0,1,2,3,4,5,0,1,1,3
1272,0,0,2,3,4,5,2,4,5,2
1273,0,0,2,3,0,0,5,0,4,5
1274,0,0,2,3,4,5,2,4,5,2
1275,0,0,2,3,0,0,4,0,5,2
1276,0,0,2,3,0,0,4,0,4,2
1277,0,1,2,0,3,5,0,1,1,3
1278,0,1,1,0,3,4,1,6,8,9
1279,0,1,0,0,3,4,1,6,3,3
1280,0,1,0,0,3,4,1,6,8,9
1281,0,1,2,3,4,0,5,7,0,3
1282,0,0,2,3,4,3,2,4,5,8
1283,0,1,2,1,4,3,5,7,6,4
1284,0,1,2,1,4,3,5,7,6,4
1285,0,1,0,1,4,3,2,3,6,4
1286,0,1,2,1,4,3,5,7,6,4
1287,0,1,0,0,3,3,0,1,0,4
1288,0,1,2,3,4,3,2,7,6,4
1289,0,1,2,3,4,3,2,7,6,4
1290,0,1,2,3,4,3,2,7,6,4
1291,0,1,2,3,4,3,2,7,6,4
1292,0,1,0,1,1,2,6,5,2,7
1293,0,0,1,2,0,1,4,0,7,2
1294,0,1,0,0,3,4,1,6,3,9
1295,0,1,0,1,3,2,0,1,0,4
1296,0,1,0,0,3,5,0,1,3,3
1297,0,1,0,0,3,5,0,1,0,3
1298,0,1,0,1,1,2,2,4,5,7
1299,0,0,2,3,2,0,3,3,5,2
1300,0,0,2,2,0,0,4,0,4,2
1301,0,0,2,2,0,0,4,0,4,5
1302,0,0,2,3,0,0,4,0,4,5
1303,0,0,2,2,0,0,4,0,4,5
1304,0,1,2,0,4,3,2,1,6,4
1305,0,1,2,0,4,3,2,1,6,4
1306,0,1,0,0,3,4,0,1,3,1
1307,0,1,0,0,3,4,1,6,3,1
1308,0,1,0,0,3,5,0,1,3,1
1309,0,1,0,0,3,2,6,6,3,7
1310,0,1,0,0,3,2,6,6,3,7
1311,0,1,0,0,3,2,0,1,3,3
1312,0,1,0,0,3,2,6,6,3,7
1313,0,0,2,3,4,0,5,7,4,5
1314,0,0,2,3,0,5,4,0,5,2
1315,0,0,2,3,3,5,0,4,1,3
1316,0,0,2,3,0,5,0,0,1,3
1317,0,0,2,3,0,5,0,0,1,3
1318,0,0,2,3,0,5,0,0,1,3
1319,0,1,0,1,1,3,2,4,6,6
1320,0,0,2,3,0,5,2,4,1,8
1321,0,0,2,3,0,5,0,0,1,2
1322,0,0,2,3,0,5,0,0,1,2
1323,0,0,2,3,0,5,0,0,1,2
1324,0,1,2,3,4,3,2,7,6,4
1325,0,1,2,3,4,3,2,1,6,4
1326,0,0,1,2,0,1,4,0,1,8
1327,0,1,2,3,4,3,2,4,6,6
1328,0,1,0,0,3,5,2,4,5,8
1329,0,0,1,2,2,1,3,2,7,0
1330,0,0,2,3,0,0,4,0,4,6
1331,0,1,2,3,4,5,0,1,1,3
1332,0,0,2,3,2,5,3,4,5,2
1333,0,0,2,3,4,0,5,7,4,6
1334,0,0,2,3,4,0,5,7,4,6
1335,0,1,1,2,2,4,3,3,5,1
1336,0,1,0,1,3,4,1,6,8,1
1337,0,1,0,0,3,4,1,6,3,9
1338,0,1,0,0,3,4,1,6,3,9
1339,0,1,0,0,3,4,1,6,3,3
1340,0,1,0,1,3,2,2,4,0,3
1341,0,1,0,1,1,2,6,5,2,7
1342,0,1,1,0,3,4,1,6,3,1
1343,0,1,0,1,3,2,6,6,3,1
1344,0,1,0,1,1,2,6,5,2,7
1345,0,1,0,0,3,5,3,4,3,1
1346,0,0,1,2,2,4,3,3,8,8
1347,0,1,0,1,1,2,6,5,2,7
1348,0,0,1,2,2,1,3,3,5,2
1349,0,1,1,0,3,5,0,1,3,3
1350,0,1,1,0,3,5,0,1,3,3
1351,0,1,0,0,3,5,0,1,3,3
1352,0,1,0,0,3,5,0,1,3,3
1353,0,1,0,1,1,2,6,5,2,7
1354,0,1,2,3,4,5,0,1,1,3
1355,0,1,2,3,4,3,2,3,5,4
1356,0,1,2,3,4,3,2,3,5,4
1357,0,1,2,3,4,3,2,3,5,4
1358,0,1,2,3,4,3,2,3,5,4
1359,0,1,2,0,4,3,2,1,6,4
1360,0,1,2,3,4,5,0,1,1,3
1361,0,1,2,0,3,5,0,1,1,3
1362,0,1,2,3,4,3,5,7,6,4
1363,0,1,2,1,4,3,2,7,6,6
1364,0,1,0,1,1,2,6,5,2,7
1365,0,1,0,1,1,2,6,5,2,7
1366,0,0,1,2,0,1,4,2,7,0
1367,0,0,2,2,0,0,4,0,4,2
1368,0,0,2,3,0,0,4,0,4,5
1369,0,1,2,3,4,3,2,3,6,6
1370,0,0,2,3,4,3,2,3,6,6
1371,0,1,2,3,4,3,2,7,6,6
1372,0,0,1,2,2,1,3,2,7,0
1373,0,0,1,2,2,1,3,2,7,0
1374,0,0,1,2,2,5,3,1,3,2
1375,0,0,1,2,2,1,3,2,7,0
1376,0,1,0,1,1,2,6,5,6,4
1377,0,0,1,2,0,1,4,2,7,0
1378,0,0,1,2,2,1,3,2,7,0
1379,0,0,2,3,4,3,5,7,6,4
1380,0,1,2,3,4,5,0,1,1,3
1381,0,1,2,3,4,3,5,7,6,6
1382,0,1,2,3,4,3,2,7,6,6
1383,0,0,2,3,4,3,2,3,5,8
1384,0,1,0,3,4,5,2,4,0,6
1385,0,1,0,1,1,2,6,5,2,7
1386,0,0,2,3,4,0,5,7,4,5
1387,0,0,2,3,4,0,5,7,4,5
1388,0,0,2,3,4,0,5,7,4,5
1389,0,0,2,3,4,0,5,7,4,5
1390,0,0,1,0,3,4,1,6,8,9
1391,0,1,1,0,3,4,1,6,3,1
1392,0,0,2,3,4,5,5,1,0,4
1393,0,1,2,3,4,3,5,7,0,4
1394,0,0,2,3,0,5,4,0,1,2
1395,0,0,2,3,0,0,5,0,4,5
1396,0,0,2,3,4,0,5,7,4,5
1397,0,0,2,3,0,0,4,0,4,5
1398,0,0,2,3,0,0,4,0,4,5
1399,0,1,0,0,3,5,0,1,1,3
1400,0,1,0,1,1,2,6,5,0,4
1401,0,1,0,0,3,4,1,6,0,4
1402,0,0,1,0,2,5,3,1,1,8
1403,0,0,2,3,4,5,0,1,0,4
1404,0,1,0,1,1,2,6,5,2,7
1405,0,0,2,3,0,0,5,3,4,5
1406,0,1,2,3,4,3,5,7,6,4
1407,0,1,2,3,4,3,5,7,6,4
1408,0,1,1,0,2,4,1,6,8,9
1409,0,0,1,2,2,1,4,0,5,2
1410,0,1,0,0,3,4,1,6,3,9
1411,0,1,0,0,3,4,1,6,3,3
1412,0,1,0,0,3,4,1,6,8,9
1413,0,1,0,0,3,4,1,6,0,9
1414,0,0,1,2,2,1,3,0,5,2
1415,0,0,1,2,2,1,3,3,5,8
1416,0,0,2,3,4,0,5,7,4,5
1417,0,0,1,2,0,1,4,2,7,0
1418,0,0,1,2,2,1,3,0,5,2
1419,0,0,1,2,0,1,4,2,7,2
1420,0,0,1,2,0,1,4,2,7,0
1421,0,0,2,3,4,0,5,0,4,2
1422,0,0,2,3,0,0,4,0,4,5
1423,0,0,2,3,0,0,4,0,1,5
1424,0,0,2,3,0,5,0,0,1,3
1425,0,1,2,0,4,3,0,1,6,4
1426,0,0,1,2,0,5,4,0,5,2
1427,0,1,0,0,4,3,2,4,6,4
1428,0,1,0,1,4,3,5,7,0,4
1429,0,1,0,1,1,2,6,5,2,7
1430,0,1,2,0,3,5,0,1,1,3
1431,0,1,2,3,4,3,2,4,0,4
1432,0,1,2,3,4,3,2,4,0,4
1433,0,0,1,2,0,1,4,0,1,2
1434,0,0,1,2,0,1,4,0,7,2
1435,0,0,2,3,4,0,5,7,1,3
1436,0,0,2,3,4,0,5,7,1,3
1437,0,1,2,3,4,5,5,7,1,3
1438,0,1,2,3,4,5,5,7,1,3
1439,0,0,1,2,3,4,1,6,8,9
1440,0,1,0,0,3,3,2,3,0,4
1441,0,1,1,0,3,4,3,6,3,1
1442,0,1,0,0,3,4,0,1,3,1
1443,0,1,0,0,3,5,0,1,1,3
1444,0,1,0,1,1,2,6,5,2,7
1445,0,1,0,1,1,3,6,5,6,4
1446,0,1,0,0,3,4,1,6,3,1
1447,0,1,0,0,3,4,1,6,3,1
1448,0,1,0,0,3,5,0,1,3,1
1449,0,1,2,3,4,5,2,1,1,2
1450,0,1,2,3,2,3,3,3,5,1
1451,0,1,0,0,4,3,2,4,5,4
1452,0,0,1,2,2,1,4,2,7,0
1453,0,1,2,3,4,3,2,3,6,4
1454,0,1,2,3,4,3,2,1,6,4
1455,0,1,2,3,4,3,5,7,0,4
1456,0,1,2,3,4,3,5,7,0,4
1457,0,1,2,3,4,3,5,7,0,4
