,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10
629,0,1,0,1,2,2,3,4,3,1
630,0,0,1,2,0,1,4,2,7,0
631,0,1,2,3,3,5,0,1,1,3
632,0,1,0,1,3,5,2,1,1,3
633,0,0,2,3,4,5,2,0,1,2
634,0,0,2,3,0,0,4,0,4,2
635,0,1,2,3,4,5,2,4,1,8
636,0,0,1,2,2,1,3,2,7,0
637,0,0,2,3,0,0,3,0,4,2
638,0,1,2,1,4,3,2,7,6,6
639,0,1,2,3,4,3,5,7,6,6
640,0,1,2,1,4,3,2,7,6,6
641,0,0,1,2,0,1,4,2,7,0
642,0,1,0,0,3,2,6,5,2,7
643,0,0,2,3,4,3,5,7,6,4
644,0,0,2,3,4,3,2,7,6,4
645,0,0,2,3,4,3,5,7,6,4
646,0,0,2,3,4,5,0,1,1,3
647,0,1,0,0,3,4,1,6,8,9
648,0,0,1,2,0,1,4,2,7,8
649,0,0,1,2,0,1,4,2,5,8
650,0,0,1,2,2,1,3,3,5,8
651,0,0,2,3,4,0,5,7,4,5
652,0,0,2,3,4,3,5,7,4,4
653,0,0,1,0,3,1,4,1,8,8
654,0,1,2,3,4,5,0,1,1,3
655,0,1,0,0,3,5,0,1,1,3
656,0,1,0,0,3,5,0,1,0,3
657,0,1,0,0,3,5,0,1,0,3
658,0,1,0,0,3,5,0,1,0,3
659,0,0,1,2,2,1,4,3,7,8
660,0,0,2,3,4,3,2,3,5,8
661,0,0,2,0,4,3,2,1,1,4
662,0,1,0,0,3,5,0,4,0,1
663,0,1,0,0,3,3,2,4,0,4
664,0,1,0,0,3,3,2,4,0,4
665,0,1,0,1,1,2,6,5,2,7
666,0,0,1,2,0,1,4,0,7,2
667,0,1,0,0,3,3,2,3,6,1
668,0,1,0,0,3,3,2,3,6,1
669,0,1,0,0,3,3,2,3,6,1
670,0,1,0,0,3,3,2,3,6,1
671,0,1,0,0,3,5,0,1,1,3
672,0,1,0,0,3,5,0,1,1,3
673,0,1,2,3,4,5,0,1,1,3
674,0,1,0,0,3,5,0,1,1,3
675,0,0,1,2,2,1,3,3,5,8
676,0,1,0,1,4,3,2,3,6,6
677,0,1,2,3,4,3,5,7,6,4
678,0,0,1,2,2,1,3,2,7,0
679,0,0,1,2,0,1,4,2,7,0
680,0,0,1,2,0,1,4,2,7,0
681,0,1,2,1,4,3,2,4,6,6
682,0,0,1,2,2,5,3,3,5,1
683,0,1,1,0,3,5,0,1,1,3
684,0,1,2,0,3,5,0,1,1,3
685,0,1,2,0,3,5,0,1,1,3
686,0,1,2,0,3,5,0,1,1,3
687,0,0,1,2,2,1,3,2,7,0
688,0,0,1,2,0,1,4,0,7,2
689,0,0,2,3,4,5,0,0,1,2
690,0,0,2,3,4,5,0,0,1,2
691,0,1,0,0,3,4,1,4,3,1
692,0,1,2,3,4,5,0,1,1,3
693,0,1,2,3,4,3,5,7,0,4
694,0,1,0,0,3,4,1,6,8,9
695,0,0,1,2,2,1,3,3,5,8
696,0,0,1,2,0,1,4,0,5,2
697,0,0,1,2,0,1,4,0,5,2
698,0,0,1,2,0,1,4,0,5,2
699,0,0,1,2,2,5,3,0,5,2
700,0,1,1,0,3,4,1,6,8,9
701,0,1,1,2,2,3,3,3,5,1
702,0,1,1,0,3,5,0,1,1,8
703,0,0,1,0,3,4,1,6,1,8
704,0,0,2,3,0,0,4,0,1,2
705,0,0,1,2,0,0,4,0,4,2
706,0,1,1,0,3,4,1,6,8,9
707,0,0,1,2,2,4,3,3,5,8
708,0,0,1,2,2,1,3,3,5,8
709,0,0,1,2,2,1,2,3,5,8
710,0,1,1,0,2,5,3,3,5,1
711,0,1,1,0,2,4,3,4,5,1
712,0,0,1,2,0,1,4,2,7,0
713,0,1,0,0,3,2,0,1,1,3
714,0,1,0,0,3,5,0,1,1,3
715,0,1,0,0,3,5,0,1,1,3
716,0,0,1,2,2,1,4,2,7,8
717,0,0,1,2,0,1,4,0,7,2
718,0,1,0,1,1,2,6,5,2,7
719,0,1,1,0,3,4,1,6,8,9
720,0,0,2,3,0,0,4,0,5,2
721,0,0,2,3,4,3,5,7,0,4
722,0,1,2,3,4,3,5,7,0,4
723,0,0,2,3,4,3,5,7,0,4
724,0,0,2,3,4,3,2,7,5,4
725,0,1,0,1,1,2,6,5,2,7
726,0,0,2,3,0,0,4,0,4,5
727,0,0,2,3,0,0,4,0,1,2
728,0,0,2,3,0,0,4,0,1,2
729,0,0,2,3,0,0,4,0,1,2
730,0,0,2,3,4,0,5,3,4,5
731,0,1,2,3,4,3,5,7,6,4
732,0,0,1,2,0,1,4,3,5,8
733,0,0,2,3,0,0,4,3,5,8
734,0,0,2,3,0,0,4,3,5,8
735,0,0,2,3,0,0,4,3,5,8
736,0,0,1,2,2,1,4,3,7,8
737,0,0,2,3,0,0,4,0,4,5
738,0,1,0,0,3,4,1,6,3,1
739,0,1,0,0,3,5,0,1,3,1
740,0,1,1,0,2,5,3,1,3,1
741,0,0,1,0,2,5,3,3,3,1
742,0,1,0,0,3,5,2,4,5,1
743,0,1,2,0,2,3,2,4,5,8
744,0,0,2,3,0,5,4,0,1,2
745,0,1,0,0,3,4,1,6,8,9
746,0,1,0,0,2,3,2,4,5,8
747,0,1,0,0,4,3,2,3,5,8
748,0,1,0,1,1,2,6,5,2,7
749,0,0,2,3,4,0,2,4,5,6
750,0,1,0,1,4,3,2,7,6,6
751,0,0,1,2,0,1,4,0,5,8
752,0,1,2,1,4,3,2,3,6,6
753,0,1,2,1,4,3,2,3,6,6
754,0,0,2,3,0,5,4,0,1,2
755,0,0,2,3,0,0,5,0,4,5
756,0,0,2,3,4,0,5,7,4,5
757,0,0,2,3,0,0,4,0,4,5
758,0,0,1,2,2,1,4,2,8,8
759,0,0,2,3,4,3,2,3,5,8
760,0,0,2,3,4,3,2,3,5,8
761,0,1,2,3,4,3,2,4,5,8
762,0,0,2,3,4,3,2,4,5,8
763,0,0,2,3,4,3,2,4,5,8
764,0,0,1,0,3,4,1,6,8,9
765,0,1,1,0,3,5,3,1,3,1
766,0,1,2,3,4,3,2,4,5,8
767,0,1,2,3,4,3,2,4,5,8
768,0,1,2,3,4,3,2,4,5,8
769,0,0,2,3,4,3,2,1,0,4
770,0,0,2,3,4,5,0,0,1,3
771,0,0,1,2,2,3,2,3,6,8
772,0,1,0,0,3,5,0,1,1,3
773,0,1,0,0,3,5,0,1,1,3
774,0,0,1,2,2,3,2,3,5,8
775,0,0,1,2,2,3,2,3,5,8
776,0,0,1,2,2,1,3,2,7,0
777,0,0,1,2,2,1,3,3,5,8
778,0,1,2,3,4,5,2,4,1,8
779,0,1,2,3,4,5,2,4,1,8
780,0,1,2,3,4,5,2,4,1,8
781,0,1,2,3,4,5,2,4,1,8
782,0,0,1,0,3,5,0,4,1,3
783,0,0,1,2,0,0,4,0,5,2
784,0,0,1,2,2,1,4,3,5,8
785,0,0,1,2,2,3,2,3,5,8
786,0,0,2,3,4,3,2,3,6,8
787,0,0,2,3,4,3,2,3,6,4
788,0,0,2,3,4,3,2,4,5,8
789,0,0,2,3,4,0,2,0,5,8
790,0,0,1,0,3,5,3,1,3,1
791,0,0,1,0,2,5,3,1,3,1
792,0,0,1,0,2,5,3,1,3,1
793,0,1,0,1,1,2,6,5,2,7
794,0,1,0,1,1,2,6,5,6,7
795,0,0,2,3,4,3,2,3,1,8
796,0,0,2,3,0,5,4,0,1,2
797,0,0,2,3,0,5,4,0,5,2
798,0,0,2,3,0,5,4,0,5,2
799,0,0,2,3,0,5,4,0,5,2
800,0,0,2,2,0,0,4,0,4,5
801,0,0,1,2,0,1,4,2,7,0
802,0,1,0,0,3,4,1,6,8,4
803,0,1,0,1,3,2,6,1,0,4
804,0,1,0,1,1,2,2,4,5,8
805,0,1,0,0,3,3,2,7,0,4
806,0,0,2,3,4,0,2,4,5,6
807,0,0,1,2,2,1,3,0,5,2
808,0,1,2,3,4,5,0,1,1,3
809,0,1,0,0,3,5,0,1,0,3
810,0,0,2,3,0,5,0,1,1,3
811,0,1,0,0,3,4,1,6,0,4
812,0,1,0,1,1,2,6,5,2,7
813,0,1,0,0,3,5,0,1,3,1
814,0,1,2,0,3,5,0,1,1,3
815,0,1,2,0,3,5,0,1,1,3
816,0,0,2,3,0,0,5,0,4,5
817,0,0,2,3,0,0,5,0,4,5
818,0,0,1,2,2,1,3,2,7,0
819,0,0,1,2,2,1,3,2,7,0
820,0,1,2,3,4,3,0,1,6,4
821,0,0,2,3,0,5,0,0,1,3
822,0,0,1,2,0,5,0,0,1,2
823,0,1,2,0,3,5,0,1,0,3
824,0,1,0,1,1,2,6,4,2,6
825,0,0,2,3,4,0,5,7,1,5
826,0,1,2,3,4,5,0,1,1,3
827,0,1,2,3,4,3,2,4,1,8
828,0,1,2,3,4,3,2,7,6,6
829,0,0,2,3,0,0,5,0,4,5
830,0,0,2,3,0,0,4,0,4,2
831,0,0,2,3,4,0,2,0,4,5
832,0,1,2,3,4,3,2,4,5,8
833,0,0,2,3,4,0,2,4,5,8
834,0,1,2,3,4,3,5,7,0,4
835,0,0,1,0,3,4,1,6,8,9
836,0,0,2,3,4,3,2,3,6,6
837,0,1,0,1,4,3,2,7,6,4
838,0,1,0,1,4,3,2,7,6,4
839,0,1,0,1,4,3,2,7,6,4
840,0,1,2,0,3,5,0,1,0,4
841,0,1,2,3,4,3,2,7,6,4
842,0,0,2,3,4,5,0,1,1,3
843,0,0,2,3,4,0,5,0,1,2
844,0,1,1,0,3,4,1,6,8,9
845,0,1,0,0,3,3,2,4,0,4
846,0,1,2,1,4,3,2,7,6,6
847,0,1,2,1,4,3,2,7,6,6
848,0,1,0,0,3,3,2,4,6,8
849,0,0,2,3,4,3,5,7,6,4
850,0,1,0,0,3,5,0,1,0,4
851,0,1,0,0,3,5,0,1,0,4
852,0,0,1,2,0,1,4,2,7,0
853,0,1,2,3,4,3,0,1,6,4
854,0,0,2,3,4,3,2,3,5,8
855,0,0,2,3,4,3,2,3,5,8
856,0,0,2,3,4,3,2,3,5,8
857,0,1,2,3,4,3,5,7,0,4
858,0,1,2,3,4,3,2,1,6,4
859,0,1,2,3,4,3,2,1,6,4
860,0,1,2,3,4,3,2,1,6,4
861,0,1,0,1,1,2,6,5,2,7
862,0,1,0,1,1,2,6,5,2,7
863,0,1,0,0,3,3,0,1,0,4
864,0,1,2,3,4,3,2,7,6,4
865,0,1,0,1,4,3,2,7,6,4
866,0,1,0,1,4,3,2,7,6,4
867,0,1,0,1,1,2,6,5,2,7
868,0,1,0,0,3,5,0,1,3,1
869,0,1,0,0,3,5,0,1,3,3
870,0,1,0,0,3,5,0,1,3,3
871,0,1,0,0,3,3,0,1,3,1
872,0,1,2,3,4,3,2,3,5,8
873,0,0,1,2,0,1,4,2,7,0
874,0,1,0,0,3,5,0,1,0,3
875,0,1,2,3,4,5,2,4,1,8
876,0,1,2,3,4,5,2,4,1,8
877,0,1,2,3,4,5,2,4,1,8
878,0,1,2,3,4,5,2,4,1,8
879,0,1,2,3,4,3,5,7,0,6
880,0,1,0,0,4,3,0,7,0,4
881,0,1,0,1,4,3,2,3,6,4
882,0,1,0,0,3,3,2,1,6,4
883,0,0,2,3,4,3,2,3,5,2
884,0,0,2,3,4,3,5,7,4,4
885,0,1,0,1,1,2,6,5,2,7
886,0,1,2,3,4,3,2,7,6,4
887,0,1,0,1,1,2,6,5,2,7
888,0,1,2,3,4,5,5,7,0,3
889,0,1,0,0,3,5,0,1,0,3
890,0,1,0,1,3,3,2,3,6,1
891,0,1,2,3,4,3,2,7,6,4
892,0,0,1,2,0,0,4,0,4,5
893,0,0,2,3,4,3,2,3,5,8
894,0,0,2,3,0,5,0,0,1,2
895,0,0,2,3,4,0,5,7,6,5
896,0,1,2,0,3,3,0,1,0,4
897,0,1,2,3,4,3,2,7,6,4
898,0,0,1,2,2,1,4,2,7,0
899,0,1,2,1,4,3,2,4,6,6
900,0,1,2,3,4,3,5,7,0,4
901,0,0,2,3,0,5,0,1,1,3
902,0,0,2,3,0,5,0,1,1,3
903,0,0,2,0,3,5,0,1,1,3
904,0,0,1,2,0,1,4,2,7,0
905,0,1,2,3,4,5,0,4,1,3
906,0,0,2,3,0,0,4,0,4,5
907,0,0,2,3,0,0,5,0,4,5
908,0,0,2,3,4,0,5,7,1,3
909,0,1,2,3,4,3,0,7,6,4
910,0,1,0,0,3,5,0,1,3,3
911,0,1,2,3,4,3,2,7,6,4
912,0,0,2,3,0,0,4,0,4,5
913,0,0,2,3,4,0,2,0,4,5
914,0,1,2,0,3,5,0,4,1,3
915,0,1,0,0,3,4,1,6,8,9
916,0,1,0,1,4,3,5,7,6,4
917,0,1,2,3,4,5,2,4,1,6
918,0,1,0,0,3,5,3,1,3,1
919,0,1,2,1,4,3,2,7,6,6
920,0,1,2,3,4,3,2,4,5,6
921,0,0,2,3,4,3,2,4,5,8
922,0,1,0,0,3,4,1,3,3,1
923,0,1,0,0,3,4,1,3,3,1
924,0,1,0,0,3,4,1,3,3,1
925,0,1,0,0,3,4,1,3,3,1
926,0,1,1,0,3,4,1,6,8,9
927,0,1,2,0,3,5,0,1,1,3
928,0,0,2,3,4,0,2,3,5,8
929,0,1,0,1,1,2,6,5,2,7
930,0,1,0,1,4,3,5,7,6,4
931,0,1,0,1,1,2,6,5,2,7
932,0,1,2,1,4,3,2,7,6,4
933,0,1,2,1,4,3,2,7,6,4
934,0,1,0,0,3,5,0,1,3,3
935,0,0,1,2,0,1,4,2,7,0
936,0,1,0,0,3,5,0,1,1,3
937,0,1,1,0,3,5,0,1,1,3
938,0,1,1,0,3,5,0,1,1,3
939,0,1,1,0,3,5,0,1,1,3
940,0,1,2,3,4,3,2,1,6,4
941,0,1,2,3,4,3,2,1,6,4
942,0,1,2,3,4,3,2,1,6,4
943,0,1,0,1,1,2,6,5,2,7
944,0,1,2,0,4,3,2,1,6,4
945,0,1,0,0,3,5,0,1,3,3
946,0,1,0,0,4,5,0,1,3,3
947,0,1,0,0,3,5,0,1,3,3
948,0,0,2,3,2,3,3,3,5,2
949,0,1,2,1,4,3,2,7,6,6
950,0,1,0,1,4,3,2,7,6,6
951,0,0,2,3,4,0,2,3,5,8
952,0,0,2,3,4,0,2,3,5,8
953,0,0,2,3,4,0,2,3,5,8
954,0,0,2,3,4,0,5,7,4,5
955,0,1,0,1,4,3,2,3,5,8
956,0,1,2,3,4,5,2,4,5,6
957,0,1,0,1,2,3,2,3,5,8
958,0,1,0,1,2,3,2,3,5,8
959,0,1,0,1,2,3,2,3,5,8
960,0,0,1,2,2,3,3,3,5,8
961,0,0,1,2,0,1,4,2,7,0
962,0,1,0,0,3,4,1,6,8,9
963,0,1,1,0,2,5,3,3,3,1
964,0,1,1,0,2,5,3,3,3,1
965,0,0,1,2,0,1,4,2,7,2
966,0,1,1,0,3,5,0,1,3,1
967,0,1,0,0,1,2,6,5,3,7
968,0,1,0,0,3,5,2,4,3,1
969,0,1,0,0,3,5,0,1,3,3
970,0,1,0,0,3,5,0,1,0,3
971,0,0,1,0,2,5,3,1,3,1
972,0,1,2,3,4,5,0,1,3,1
973,0,1,0,0,3,5,0,1,3,1
974,0,1,0,0,3,5,2,4,1,3
975,0,1,0,0,4,3,2,1,6,4
976,0,0,1,2,2,1,3,3,5,1
977,0,0,1,2,3,4,1,6,8,1
978,0,1,2,3,4,3,5,7,0,4
979,0,1,2,3,4,3,5,7,0,4
980,0,0,2,3,4,0,5,0,4,5
981,0,1,2,3,4,3,5,7,0,4
982,0,1,2,3,4,0,2,4,5,6
983,0,1,2,3,4,3,5,7,6,4
984,0,1,0,0,3,4,1,6,8,9
985,0,1,0,1,1,2,6,5,0,4
986,0,0,2,3,0,0,5,0,4,5
987,0,0,2,3,0,0,5,0,4,5
988,0,1,2,3,4,3,2,7,0,4
989,0,1,2,3,4,3,2,7,0,4
990,0,0,2,3,4,0,5,7,4,5
991,0,0,2,3,4,0,5,7,4,5
992,0,0,1,2,0,1,4,0,5,2
993,0,1,0,0,3,4,1,6,8,1
994,0,1,0,0,3,4,1,6,8,1
995,0,1,0,0,3,4,1,6,8,9
996,0,1,0,0,3,4,1,6,8,9
997,0,1,0,0,3,4,1,6,8,9
998,0,1,0,0,3,4,0,1,3,1
999,0,1,0,1,1,2,6,5,2,7
1000,0,1,0,0,3,5,0,1,0,3
1001,0,0,2,3,0,0,4,0,4,5
1002,0,1,0,0,3,5,0,1,1,3
1003,0,0,2,3,4,3,2,3,6,8
1004,0,0,2,3,4,3,2,4,6,8
1005,0,1,2,3,4,3,2,7,6,6
1006,0,1,2,3,4,3,2,7,6,6
1007,0,1,0,1,1,2,6,5,2,7
1008,0,0,1,2,2,1,3,2,5,2
1009,0,1,0,1,1,2,6,5,2,7
1010,0,0,2,3,4,5,2,1,1,2
1011,0,0,1,2,2,1,3,4,5,8
1012,0,1,2,3,4,3,5,7,0,4
1013,0,0,1,2,0,1,4,2,7,0
1014,0,1,0,1,4,3,2,4,6,4
1015,0,0,2,3,4,3,5,7,6,6
1016,0,1,2,3,4,3,2,3,6,8
1017,0,0,2,3,4,5,0,1,1,2
1018,0,1,0,0,3,5,0,1,1,3
1019,0,0,1,2,0,5,4,0,1,2
1020,0,0,2,3,0,0,5,0,4,2
1021,0,0,1,0,3,5,0,1,3,2
1022,0,0,1,0,0,5,0,1,3,2
1023,0,1,0,0,3,5,0,1,1,1
1024,0,0,1,2,0,1,4,2,7,0
1025,0,1,1,0,2,5,3,4,5,1
1026,0,1,0,0,3,5,0,1,1,3
1027,0,1,0,0,3,3,2,4,5,8
1028,0,1,0,0,3,5,0,1,1,3
1029,0,1,2,0,3,5,0,1,1,3
1030,0,1,0,1,1,2,6,5,2,7
1031,0,0,1,2,3,5,4,1,1,8
1032,0,1,0,0,3,4,1,6,8,9
1033,0,1,0,0,3,4,1,6,8,9
1034,0,1,0,0,3,4,1,6,8,9
1035,0,1,0,0,3,4,1,6,8,9
1036,0,0,1,2,0,1,4,2,7,0
1037,0,0,1,0,3,5,0,1,3,2
1038,0,1,2,0,3,5,0,4,1,3
1039,0,0,2,3,4,3,5,7,0,4
1040,0,0,2,3,4,3,5,7,6,4
1041,0,0,2,3,0,5,0,0,1,3
1042,0,1,0,0,3,5,0,4,0,3
1043,0,0,2,3,0,5,0,1,1,1
1044,0,1,1,0,2,4,3,3,5,1
1045,0,0,1,0,2,4,3,3,5,1
1046,0,0,1,0,2,4,3,3,5,1
1047,0,0,1,0,2,4,3,3,5,1
1048,0,0,1,2,2,1,3,2,3,1
1049,0,0,1,2,2,1,3,2,7,0
1050,0,0,1,2,2,1,3,2,3,1
1051,0,0,1,2,2,5,3,3,3,1
1052,0,0,1,2,2,5,3,3,3,1
1053,0,0,1,2,2,4,3,3,8,1
1054,0,1,0,1,1,2,6,5,2,7
1055,0,1,2,0,2,5,2,3,5,8
1056,0,1,0,0,3,4,1,6,3,1
1057,0,1,0,0,3,4,1,6,3,1
1058,0,1,0,0,3,4,1,6,3,1
1059,0,0,2,3,0,5,4,0,5,2
1060,0,1,0,1,1,3,2,4,6,6
1061,0,1,0,0,4,3,2,7,6,4
1062,0,1,2,3,4,3,5,1,0,4
1063,0,1,0,0,4,3,0,1,0,4
1064,0,1,0,0,3,3,0,1,0,4
1065,0,1,0,1,3,3,0,1,0,4
1066,0,1,0,1,1,2,6,4,2,7
1067,0,1,0,1,1,3,2,4,6,4
1068,0,1,2,3,4,5,0,1,1,3
1069,0,0,2,3,0,0,0,0,1,2
1070,0,0,2,3,0,0,0,0,1,2
1071,0,1,0,0,3,5,0,1,3,1
1072,0,1,2,3,4,3,2,7,6,6
1073,0,1,2,3,4,3,2,7,6,6
1074,0,1,2,3,4,3,2,7,6,4
1075,0,1,2,3,4,3,2,7,6,6
1076,0,0,1,2,2,1,3,2,7,0
1077,0,0,1,2,2,1,3,2,5,2
1078,0,0,2,3,2,3,2,4,5,8
1079,0,0,2,3,2,3,2,4,5,8
1080,0,0,2,3,2,3,2,4,5,8
1081,0,0,2,3,2,3,2,4,5,8
1082,0,1,0,1,1,2,6,5,2,7
1083,0,0,2,3,0,5,0,0,1,2
1084,0,1,0,1,3,2,0,1,3,1
1085,0,1,0,1,3,2,0,1,3,1
1086,0,0,2,3,0,5,4,0,5,2
1087,0,0,2,3,0,5,4,0,5,2
1088,0,1,0,0,3,5,0,1,1,3
1089,0,1,0,1,1,3,2,5,6,4
1090,0,1,2,1,1,2,6,5,6,6
1091,0,1,2,1,4,3,2,7,6,6
1092,0,1,0,1,1,4,1,6,8,9
1093,0,1,2,3,4,5,0,1,1,3
1094,0,1,0,0,4,3,0,1,6,4
1095,0,1,2,3,4,5,0,1,1,3
1096,0,0,2,3,0,5,0,1,1,2
1097,0,1,0,1,1,2,6,5,2,7
1098,0,1,2,1,4,3,2,4,6,6
1099,0,0,2,3,4,3,2,3,6,8
1100,0,1,0,0,3,3,0,1,0,4
1101,0,1,0,1,4,3,5,7,6,4
1102,0,0,1,2,2,1,4,3,8,8
1103,0,0,1,2,2,1,3,3,5,2
1104,0,0,1,2,2,1,3,3,5,1
1105,0,1,2,1,4,3,2,3,6,6
1106,0,0,1,2,0,0,4,0,4,2
1107,0,0,2,3,2,0,3,0,4,6
1108,0,0,1,2,2,0,3,3,4,6
1109,0,1,0,1,4,3,2,7,6,4
1110,0,1,0,1,1,2,6,5,0,4
1111,0,1,2,3,4,3,2,7,6,6
1112,0,1,0,0,3,4,1,6,8,9
1113,0,0,2,3,0,5,0,0,1,2
1114,0,1,2,3,4,5,0,1,1,3
1115,0,1,2,3,4,5,0,1,1,3
1116,0,0,2,3,4,5,0,1,3,2
1117,0,1,2,3,3,5,0,1,3,3
1118,0,0,2,3,4,0,5,7,4,5
1119,0,1,2,3,4,5,2,4,5,8
1120,0,1,2,3,4,3,2,7,6,4
1121,0,1,2,3,4,3,2,7,6,4
1122,0,1,2,3,4,3,2,7,6,6
1123,0,0,2,3,4,5,0,0,1,2
1124,0,1,0,1,1,2,6,5,2,7
1125,0,0,2,3,0,0,5,0,4,5
1126,0,1,0,0,3,5,0,1,0,3
1127,0,1,0,0,3,5,0,1,0,3
1128,0,1,0,0,3,4,1,6,3,9
1129,0,1,0,0,3,5,0,1,0,4
1130,0,1,0,1,1,2,6,5,2,7
1131,0,1,2,3,4,5,2,7,6,6
1132,0,1,2,3,4,3,2,7,6,4
1133,0,0,2,3,0,0,4,0,1,5
1134,0,0,2,3,0,0,4,0,4,5
1135,0,0,2,3,4,0,5,0,4,5
1136,0,1,1,0,3,4,1,6,8,9
1137,0,1,2,3,4,3,2,1,6,4
1138,0,1,2,3,4,3,2,1,6,4
1139,0,0,2,3,4,3,2,3,5,6
1140,0,0,2,3,4,3,2,3,4,6
1141,0,1,0,1,1,2,6,5,2,7
1142,0,0,1,0,3,5,0,1,1,2
1143,0,0,2,3,4,0,5,0,4,2
1144,0,1,0,0,3,3,0,1,0,4
1145,0,1,2,3,4,3,2,3,6,4
1146,0,0,2,3,4,3,5,7,6,4
1147,0,0,1,2,0,1,4,2,7,0
1148,0,0,2,3,0,0,4,0,4,5
1149,0,1,0,0,3,5,0,1,3,1
1150,0,0,2,3,4,0,2,0,4,6
1151,0,1,0,0,3,5,0,1,0,3
1152,0,0,1,2,2,5,3,1,0,2
1153,0,1,0,0,3,5,0,1,1,3
1154,0,0,2,3,4,5,0,1,1,3
1155,0,0,2,3,4,5,0,1,1,3
1156,0,1,1,0,3,4,1,6,3,1
1157,0,0,1,2,0,1,4,2,7,0
1158,0,0,2,3,4,0,5,7,4,5
1159,0,0,2,3,4,0,5,7,4,5
1160,0,0,2,3,4,0,5,7,4,5
1161,0,0,2,3,4,5,2,3,1,8
1162,0,1,2,3,4,5,0,1,1,3
1163,0,0,2,3,4,0,5,7,4,6
1164,0,0,2,3,2,3,3,3,5,1
1165,0,0,2,3,2,3,3,3,5,1
1166,0,0,2,3,2,3,3,3,5,1
1167,0,0,2,3,2,3,3,3,5,1
1168,0,1,0,0,3,4,1,6,8,9
1169,0,1,0,0,4,3,2,1,6,4
1170,0,0,2,3,4,3,2,3,6,6
1171,0,1,2,1,4,3,2,3,6,6
1172,0,1,0,1,1,2,6,5,2,7
1173,0,1,0,1,3,3,2,4,3,6
1174,0,0,2,3,4,3,2,3,6,8
1175,0,1,2,0,3,5,0,1,0,3
1176,0,0,2,3,0,5,3,0,5,2
1177,0,0,2,3,2,5,3,0,5,2
1178,0,0,2,3,2,5,3,0,5,2
1179,0,0,2,3,2,5,3,0,5,2
1180,0,0,1,2,0,1,4,2,7,0
1181,0,1,0,1,4,3,2,1,0,4
1182,0,1,2,3,4,5,0,1,1,3
1183,0,1,1,0,3,4,1,6,3,1
1184,0,1,0,0,3,4,1,6,8,9
1185,0,1,2,0,3,3,0,1,0,4
1186,0,1,0,1,1,2,6,5,2,7
1187,0,1,1,0,3,4,1,6,8,9
1188,0,1,0,1,3,4,1,6,8,9
1189,0,1,2,3,4,3,2,7,6,4
1190,0,1,2,3,4,3,2,7,6,4
1191,0,1,2,3,4,3,2,7,6,4
1192,0,1,0,1,1,2,6,5,2,7
1193,0,1,2,0,3,5,0,1,3,2
1194,0,0,1,2,0,1,4,0,7,2
1195,0,0,1,2,0,1,4,0,1,2
1196,0,0,1,0,3,4,2,4,8,8
1197,0,0,1,0,3,3,2,4,8,8
1198,0,0,1,2,2,1,4,2,7,0
1199,0,0,1,2,2,1,3,2,7,0
1200,0,0,2,3,4,0,5,7,4,6
1201,0,0,2,3,4,0,5,0,4,6
1202,0,0,2,3,4,0,5,0,4,6
1203,0,0,2,3,4,0,5,7,4,6
1204,0,1,0,1,2,4,2,4,8,8
1205,0,0,1,0,2,5,3,1,3,1
1206,0,0,2,3,0,0,4,0,4,2
1207,0,0,1,2,0,0,4,0,4,2
1208,0,0,1,2,2,1,3,2,7,0
1209,0,0,1,2,2,1,3,3,3,1
1210,0,1,0,0,3,5,0,1,1,3
1211,0,1,2,0,3,5,0,1,1,3
1212,0,1,0,1,4,3,2,7,0,4
1213,0,1,0,1,4,3,2,7,0,4
1214,0,1,0,1,4,3,2,7,6,4
1215,0,0,1,2,0,1,4,2,7,0
1216,0,1,0,3,4,3,2,1,6,4
1217,0,0,2,3,0,0,5,0,4,5
1218,0,1,0,0,3,4,2,4,3,1
1219,0,0,2,3,0,0,4,0,4,5
1220,0,1,0,0,3,4,1,6,3,1
1221,0,0,1,2,0,1,4,2,7,0
1222,0,0,1,2,2,1,3,3,5,2
1223,0,0,2,3,4,3,2,3,6,8
1224,0,0,2,3,4,3,2,3,6,8
1225,0,0,2,3,4,3,5,7,4,4
1226,0,0,2,3,4,3,5,7,0,4
1227,0,0,2,3,4,0,5,7,4,6
1228,0,1,2,3,4,3,2,7,6,6
1229,0,1,2,3,4,3,5,7,6,4
1230,0,0,2,3,4,3,5,7,6,4
1231,0,1,2,3,4,3,5,7,6,4
1232,0,1,2,3,4,3,2,7,0,4
1233,0,1,2,0,4,3,2,1,6,4
1234,0,1,2,3,4,3,2,7,6,4
1235,0,1,2,3,4,3,5,7,6,6
1236,0,0,1,2,2,1,3,2,7,0
1237,0,0,1,2,0,1,4,2,7,0
1238,0,0,2,2,0,0,4,0,4,5
1239,0,0,2,3,0,0,4,0,1,5
1240,0,0,2,3,0,0,4,0,1,5
1241,0,0,2,3,0,0,4,0,1,5
1242,0,0,2,3,0,0,4,0,4,5
1243,0,0,2,3,4,0,5,7,4,5
1244,0,0,2,3,0,0,4,0,4,5
1245,0,0,2,3,4,0,5,7,4,5
1246,0,1,2,3,4,3,5,7,0,4
1247,0,1,2,3,4,5,0,1,1,3
1248,0,0,2,3,0,0,4,0,4,5
1249,0,0,1,2,0,5,4,0,1,2
1250,0,0,2,3,0,0,4,0,1,2
1251,0,0,2,3,2,3,2,3,6,8
